CRIM,ZN,NOX,RM,DIS,TAX,PTRATIO,B,LSTAT,MEDV,RM*LSTAT,CHAS
0.07978,40.0,0.447,6.482,4.1403,254.0,17.6,396.9,7.19,29.1,46.60558,0.0
0.21038,20.0,0.4429,6.812,4.1007,216.0,14.9,396.9,4.85,35.1,33.038199999999996,0.0
0.03578,20.0,0.4429,7.82,4.6947,216.0,14.9,387.31,3.76,45.4,29.4032,0.0
0.03705,20.0,0.4429,6.968,5.2447,216.0,14.9,392.23,4.59,35.4,31.98312,0.0
0.06129,20.0,0.4429,7.645,5.2119,216.0,14.9,377.07,3.01,46.0,23.011449999999996,1.0
0.00906,90.0,0.4,7.088,7.3073,285.0,15.3,394.72,7.85,32.2,55.6408,0.0
0.01096,55.0,0.389,6.453,7.3073,300.0,15.3,394.72,8.23,22.0,53.10819000000001,0.0
0.01965,80.0,0.385,6.23,9.0892,241.0,18.2,341.6,12.93,20.1,80.5539,0.0
0.03871,52.5,0.405,6.209,7.3172,293.0,16.6,396.9,7.14,23.2,44.33226,0.0
0.0459,52.5,0.405,6.315,7.3172,293.0,16.6,396.9,7.6,22.3,47.994,0.0
0.04297,52.5,0.405,6.565,7.3172,293.0,16.6,371.72,9.51,24.8,62.433150000000005,0.0
0.03502,80.0,0.411,6.861,5.1167,245.0,19.2,396.9,3.33,28.5,22.84713,0.0
0.07886,80.0,0.411,7.148,5.1167,245.0,19.2,396.9,3.56,37.3,25.44688,0.0
0.03615,80.0,0.411,6.63,5.1167,245.0,19.2,396.9,4.7,27.9,31.161,0.0
0.08265,0.0,0.437,6.127,5.5027,289.0,16.0,396.9,8.58,23.9,52.56966,0.0
0.08199,0.0,0.437,6.009,5.5027,289.0,16.0,396.9,10.4,21.7,62.49360000000001,0.0
0.12932,0.0,0.437,6.678,5.9604,289.0,16.0,396.9,6.27,28.6,41.87106,0.0
0.05372,0.0,0.437,6.549,5.9604,289.0,16.0,392.85,7.39,27.1,48.39711,0.0
0.14103,0.0,0.437,5.79,6.32,289.0,16.0,396.9,15.84,20.3,91.7136,0.0
0.06466,70.0,0.4,6.345,7.8278,358.0,14.8,368.24,4.97,22.5,31.534649999999996,0.0
0.05561,70.0,0.4,7.041,7.8278,358.0,14.8,371.58,4.74,29.0,33.374340000000004,0.0
0.04417,70.0,0.4,6.871,7.8278,358.0,14.8,390.86,6.07,24.8,41.706970000000005,0.0
0.03537,34.0,0.433,6.59,5.4917,329.0,16.1,395.75,9.5,22.0,62.605,0.0
0.09266,34.0,0.433,6.495,5.4917,329.0,16.1,383.61,8.67,26.4,56.31165,0.0
0.1,34.0,0.433,6.982,5.4917,329.0,16.1,390.43,4.86,33.1,33.932520000000004,0.0
0.05515,33.0,0.472,7.236,4.022,222.0,18.4,393.68,6.93,36.1,50.14548,0.0
0.05479,33.0,0.472,6.616,3.37,222.0,18.4,393.36,8.93,28.4,59.08087999999999,0.0
0.07503,33.0,0.472,7.42,3.0992,222.0,18.4,396.9,6.47,33.4,48.0074,0.0
0.04932,33.0,0.472,6.849,3.1827,222.0,18.4,396.9,7.53,28.2,51.572970000000005,0.0
0.49298,0.0,0.544,6.635,3.3175,304.0,18.4,396.9,4.54,22.8,30.122899999999998,0.0
0.3494,0.0,0.544,5.972,3.1025,304.0,18.4,396.24,9.97,20.3,59.54084000000001,0.0
2.63548,0.0,0.544,4.973,2.5194,304.0,18.4,350.45,12.64,16.1,62.85872,0.0
0.79041,0.0,0.544,6.122,2.6403,304.0,18.4,396.9,5.98,22.1,36.60956,0.0
0.26169,0.0,0.544,6.023,2.834,304.0,18.4,396.3,11.72,19.4,70.58956,0.0
0.26938,0.0,0.544,6.266,3.2628,304.0,18.4,393.39,7.9,21.6,49.501400000000004,0.0
0.3692,0.0,0.544,6.567,3.6023,304.0,18.4,395.69,9.28,23.8,60.941759999999995,0.0
0.25356,0.0,0.544,5.705,3.945,304.0,18.4,396.42,11.5,16.2,65.6075,0.0
0.31827,0.0,0.544,5.914,3.9986,304.0,18.4,390.7,18.33,17.8,108.40361999999999,0.0
0.24522,0.0,0.544,5.782,4.0317,304.0,18.4,396.9,15.94,19.8,92.16508,0.0
0.40202,0.0,0.544,6.382,3.5325,304.0,18.4,395.21,10.36,23.1,66.11752,0.0
0.47547,0.0,0.544,6.113,4.0019,304.0,18.4,396.23,12.73,21.0,77.81849000000001,0.0
0.1676,0.0,0.493,6.426,4.5404,287.0,19.6,396.9,7.2,23.8,46.2672,0.0
0.18159,0.0,0.493,6.376,4.5404,287.0,19.6,396.9,6.87,23.1,43.80312,0.0
0.35114,0.0,0.493,6.041,4.7211,287.0,19.6,396.9,7.7,20.4,46.5157,0.0
0.28392,0.0,0.493,5.708,4.7211,287.0,19.6,391.13,11.74,18.5,67.01192,0.0
0.34109,0.0,0.493,6.415,4.7211,287.0,19.6,396.9,6.12,25.0,39.2598,0.0
0.19186,0.0,0.493,6.431,5.4159,287.0,19.6,393.68,5.08,24.6,32.66948,0.0
0.30347,0.0,0.493,6.312,5.4159,287.0,19.6,396.9,6.15,23.0,38.8188,0.0
0.24103,0.0,0.493,6.083,5.4159,287.0,19.6,396.9,12.79,22.2,77.80157,0.0
0.06617,0.0,0.46,5.868,5.2146,430.0,16.9,382.44,9.97,19.3,58.503960000000006,0.0
0.06724,0.0,0.46,6.333,5.2146,430.0,16.9,375.21,7.34,22.6,46.48422,0.0
0.04544,0.0,0.46,6.144,5.8736,430.0,16.9,368.57,9.09,19.8,55.84896,0.0
0.05023,35.0,0.4379,5.706,6.6407,304.0,16.9,394.02,12.43,17.1,70.92558,0.0
0.03466,35.0,0.4379,6.031,6.6407,304.0,16.9,362.25,7.83,19.4,47.22273,0.0
0.05083,0.0,0.515,6.316,6.4584,224.0,20.2,389.71,5.68,22.2,35.87488,0.0
0.03738,0.0,0.515,6.31,6.4584,224.0,20.2,389.4,6.75,20.7,42.592499999999994,0.0
0.03961,0.0,0.515,6.037,5.9853,224.0,20.2,396.9,8.01,21.1,48.35637,0.0
0.03427,0.0,0.515,5.869,5.2311,224.0,20.2,396.9,9.8,19.5,57.516200000000005,0.0
0.03041,0.0,0.515,5.895,5.615,224.0,20.2,394.81,10.56,18.5,62.2512,0.0
0.03306,0.0,0.515,6.059,4.8122,224.0,20.2,396.14,8.51,20.6,51.56209,0.0
0.05497,0.0,0.515,5.985,4.8122,224.0,20.2,396.9,9.74,19.0,58.29390000000001,0.0
0.06151,0.0,0.515,5.968,4.8122,224.0,20.2,396.9,9.29,18.7,55.442719999999994,0.0
0.01301,35.0,0.442,7.241,7.0379,284.0,15.5,394.74,5.49,32.7,39.75309,0.0
0.02498,0.0,0.518,6.54,6.2669,422.0,15.9,389.96,8.65,16.5,56.571000000000005,0.0
0.02543,55.0,0.484,6.696,5.7321,370.0,17.6,396.9,7.18,23.9,48.077279999999995,0.0
0.03049,55.0,0.484,6.874,6.4654,370.0,17.6,387.97,4.61,31.2,31.689140000000002,0.0
0.03113,0.0,0.442,6.014,8.0136,352.0,18.8,385.64,10.53,17.5,63.32742,0.0
0.06162,0.0,0.442,5.898,8.0136,352.0,18.8,364.61,12.67,17.2,74.72766,0.0
0.0187,85.0,0.429,6.516,8.5353,351.0,17.9,392.43,6.36,23.1,41.44176,0.0
0.01501,80.0,0.435,6.635,8.344,280.0,17.0,390.94,5.99,24.5,39.74365,0.0
0.02899,40.0,0.429,6.939,8.7921,335.0,19.7,389.85,5.89,26.6,40.870709999999995,0.0
0.06211,40.0,0.429,6.49,8.7921,335.0,19.7,396.9,5.98,22.9,38.8102,0.0
0.0795,60.0,0.411,6.579,10.7103,411.0,18.3,370.78,5.49,24.1,36.11871,0.0
0.07244,60.0,0.411,5.884,10.7103,411.0,18.3,392.33,7.79,18.6,45.836360000000006,0.0
0.01709,90.0,0.41,6.728,12.1265,187.0,17.0,384.46,4.5,30.1,30.276,0.0
0.04301,80.0,0.413,5.663,10.5857,334.0,22.0,382.8,8.05,18.2,45.58715000000001,0.0
0.10659,80.0,0.413,5.936,10.5857,334.0,22.0,376.04,5.57,20.6,33.063520000000004,0.0
8.98296,0.0,0.77,6.212,2.1222,666.0,20.2,377.73,17.6,17.8,109.33120000000001,1.0
3.8497,0.0,0.77,6.395,2.5052,666.0,20.2,391.34,13.27,21.7,84.86165,1.0
5.20177,0.0,0.77,6.127,2.7227,666.0,20.2,395.43,11.48,22.7,70.33796,1.0
4.26131,0.0,0.77,6.112,2.5091,666.0,20.2,390.74,12.67,22.6,77.43904,0.0
4.54192,0.0,0.77,6.398,2.5182,666.0,20.2,374.56,7.79,25.0,49.840419999999995,0.0
3.83684,0.0,0.77,6.251,2.2955,666.0,20.2,350.65,14.19,19.9,88.70169,0.0
3.67822,0.0,0.77,5.362,2.1036,666.0,20.2,380.79,10.19,20.8,54.63878,0.0
4.22239,0.0,0.77,5.803,1.9047,666.0,20.2,353.04,14.64,16.8,84.95592,1.0
3.69695,0.0,0.718,4.963,1.7523,666.0,20.2,316.03,14.0,21.9,69.482,0.0
11.1081,0.0,0.668,4.906,1.1742,666.0,20.2,396.9,34.77,13.8,170.58162000000002,0.0
18.4982,0.0,0.668,4.138,1.137,666.0,20.2,396.9,37.97,13.8,157.11986,0.0
19.6091,0.0,0.671,7.313,1.3163,666.0,20.2,396.9,13.44,15.0,98.28671999999999,0.0
15.288,0.0,0.671,6.649,1.3449,666.0,20.2,363.02,23.24,13.9,154.52275999999998,0.0
9.82349,0.0,0.671,6.794,1.358,666.0,20.2,396.9,21.24,13.3,144.30455999999998,0.0
23.6482,0.0,0.671,6.38,1.3861,666.0,20.2,396.9,23.69,13.1,151.1422,0.0
17.8667,0.0,0.671,6.223,1.3861,666.0,20.2,393.74,21.78,10.2,135.53694000000002,0.0
88.9762,0.0,0.671,6.968,1.4165,666.0,20.2,396.9,17.21,10.4,119.91928,0.0
15.8744,0.0,0.671,6.545,1.5192,666.0,20.2,396.9,21.08,10.9,137.96859999999998,0.0
9.18702,0.0,0.7,5.536,1.5804,666.0,20.2,396.9,23.6,11.3,130.6496,0.0
7.99248,0.0,0.7,5.52,1.5331,666.0,20.2,396.9,24.56,12.3,135.57119999999998,0.0
20.0849,0.0,0.7,4.368,1.4395,666.0,20.2,285.83,30.63,8.8,133.79184,0.0
16.8118,0.0,0.7,5.277,1.4261,666.0,20.2,396.9,30.81,7.2,162.58437,0.0
24.3938,0.0,0.7,4.652,1.4672,666.0,20.2,396.9,28.28,10.5,131.55856,0.0
22.5971,0.0,0.7,5.0,1.5184,666.0,20.2,396.9,31.99,7.4,159.95,0.0
14.3337,0.0,0.7,4.88,1.5895,666.0,20.2,372.92,30.62,10.2,149.4256,0.0
8.15174,0.0,0.7,5.39,1.7281,666.0,20.2,396.9,20.85,11.5,112.3815,0.0
6.96215,0.0,0.7,5.713,1.9265,666.0,20.2,394.43,17.11,15.1,97.74943,0.0
5.29305,0.0,0.7,6.051,2.1678,666.0,20.2,378.38,18.76,23.2,113.51676000000002,0.0
11.5779,0.0,0.7,5.036,1.77,666.0,20.2,396.9,25.68,9.7,129.32448,0.0
8.64476,0.0,0.693,6.193,1.7912,666.0,20.2,396.9,15.17,13.8,93.94780999999999,0.0
13.3598,0.0,0.693,5.887,1.7821,666.0,20.2,396.9,16.35,12.7,96.25245,0.0
8.71675,0.0,0.693,6.471,1.7257,666.0,20.2,391.98,17.12,13.1,110.78352000000001,0.0
5.87205,0.0,0.693,6.405,1.6768,666.0,20.2,396.9,19.37,12.5,124.06485,0.0
7.67202,0.0,0.693,5.747,1.6334,666.0,20.2,393.1,19.92,8.5,114.48024000000001,0.0
38.3518,0.0,0.693,5.453,1.4896,666.0,20.2,396.9,30.59,5.0,166.80727000000002,0.0
9.91655,0.0,0.693,5.852,1.5004,666.0,20.2,338.16,29.97,6.3,175.38444,0.0
25.0461,0.0,0.693,5.987,1.5888,666.0,20.2,396.9,26.77,5.6,160.27199,0.0
14.2362,0.0,0.693,6.343,1.5741,666.0,20.2,396.9,20.32,7.2,128.88976,0.0
9.59571,0.0,0.693,6.404,1.639,666.0,20.2,376.11,20.31,12.1,130.06524,0.0
24.8017,0.0,0.693,5.349,1.7028,666.0,20.2,396.9,19.77,8.3,105.74973,0.0
41.5292,0.0,0.693,5.531,1.6074,666.0,20.2,329.46,27.38,8.5,151.43877999999998,0.0
67.9208,0.0,0.693,5.683,1.4254,666.0,20.2,384.97,22.98,5.0,130.59534,0.0
20.7162,0.0,0.659,4.138,1.1781,666.0,20.2,370.22,23.34,11.9,96.58091999999999,0.0
11.9511,0.0,0.659,5.608,1.2852,666.0,20.2,332.09,12.13,27.9,68.02504,0.0
7.40389,0.0,0.597,5.617,1.4547,666.0,20.2,314.64,26.4,17.2,148.28879999999998,0.0
14.4383,0.0,0.597,6.852,1.4655,666.0,20.2,179.36,19.78,27.5,135.53256000000002,0.0
51.1358,0.0,0.597,5.757,1.413,666.0,20.2,2.6,10.11,15.0,58.203269999999996,0.0
14.0507,0.0,0.597,6.657,1.5275,666.0,20.2,35.05,21.22,17.2,141.26154,0.0
18.811,0.0,0.597,4.628,1.5539,666.0,20.2,28.79,34.37,17.9,159.06436,0.0
28.6558,0.0,0.597,5.155,1.5894,666.0,20.2,210.97,20.08,16.3,103.5124,0.0
45.7461,0.0,0.693,4.519,1.6582,666.0,20.2,88.27,36.98,7.0,167.11262,0.0
18.0846,0.0,0.679,6.434,1.8347,666.0,20.2,27.25,29.05,7.2,186.9077,0.0
10.8342,0.0,0.679,6.782,1.8195,666.0,20.2,21.57,25.79,7.5,174.90778,0.0
25.9406,0.0,0.679,5.304,1.6475,666.0,20.2,127.36,26.64,10.4,141.29856,0.0
73.5341,0.0,0.679,5.957,1.8026,666.0,20.2,16.45,20.62,8.8,122.83334,0.0
11.8123,0.0,0.718,6.824,1.794,666.0,20.2,48.45,22.74,8.4,155.17775999999998,0.0
11.0874,0.0,0.718,6.411,1.8589,666.0,20.2,318.75,15.02,16.7,96.29321999999999,0.0
7.02259,0.0,0.718,6.006,1.8746,666.0,20.2,319.98,15.7,14.2,94.2942,0.0
12.0482,0.0,0.614,5.648,1.9512,666.0,20.2,291.55,14.1,20.8,79.6368,0.0
7.05042,0.0,0.614,6.103,2.0218,666.0,20.2,2.52,23.29,13.4,142.13887,0.0
8.79212,0.0,0.584,5.565,2.0635,666.0,20.2,3.65,17.16,11.7,95.4954,0.0
15.8603,0.0,0.679,5.896,1.9096,666.0,20.2,7.68,24.39,8.3,143.80344,0.0
12.2472,0.0,0.584,5.837,1.9976,666.0,20.2,24.65,15.69,10.2,91.58252999999999,0.0
37.6619,0.0,0.679,6.202,1.8629,666.0,20.2,18.82,14.52,10.9,90.05304,0.0
7.36711,0.0,0.679,6.193,1.9356,666.0,20.2,96.73,21.52,11.0,133.27336,0.0
9.33889,0.0,0.679,6.38,1.9682,666.0,20.2,60.72,24.08,9.5,153.63039999999998,0.0
8.49213,0.0,0.584,6.348,2.0527,666.0,20.2,83.45,17.64,14.5,111.97872,0.0
10.0623,0.0,0.584,6.833,2.0882,666.0,20.2,81.33,19.69,14.1,134.54177,0.0
6.44405,0.0,0.584,6.425,2.2004,666.0,20.2,97.95,12.03,16.1,77.29275,0.0
5.58107,0.0,0.713,6.436,2.3158,666.0,20.2,100.19,16.22,14.3,104.39191999999998,0.0
13.9134,0.0,0.713,6.208,2.2222,666.0,20.2,100.63,15.17,11.7,94.17536,0.0
11.1604,0.0,0.74,6.629,2.1247,666.0,20.2,109.85,23.27,13.4,154.25682999999998,0.0
14.4208,0.0,0.74,6.461,2.0026,666.0,20.2,27.49,18.05,9.6,116.62105000000001,0.0
15.1772,0.0,0.74,6.152,1.9142,666.0,20.2,9.32,26.45,8.7,162.7204,0.0
13.6781,0.0,0.74,5.935,1.8206,666.0,20.2,68.95,34.02,8.4,201.9087,0.0
9.39063,0.0,0.74,5.627,1.8172,666.0,20.2,396.9,22.88,12.8,128.74576,0.0
22.0511,0.0,0.74,5.818,1.8662,666.0,20.2,391.45,22.11,10.5,128.63598,0.0
9.72418,0.0,0.74,6.406,2.0651,666.0,20.2,385.96,19.52,17.1,125.04512,0.0
5.66637,0.0,0.74,6.219,2.0048,666.0,20.2,395.69,16.59,18.4,103.17321,0.0
9.96654,0.0,0.74,6.485,1.9784,666.0,20.2,386.73,18.85,15.4,122.24225000000001,0.0
12.8023,0.0,0.74,5.854,1.8956,666.0,20.2,240.52,23.79,10.8,139.26666,0.0
10.6718,0.0,0.74,6.459,1.9879,666.0,20.2,43.06,23.98,11.8,154.88682,0.0
6.28807,0.0,0.74,6.341,2.072,666.0,20.2,318.01,17.79,14.9,112.80639,0.0
9.92485,0.0,0.74,6.251,2.198,666.0,20.2,388.52,16.44,12.6,102.76644000000002,0.0
9.32909,0.0,0.713,6.185,2.2616,666.0,20.2,396.9,18.13,14.1,112.13404999999999,0.0
7.52601,0.0,0.713,6.417,2.185,666.0,20.2,304.21,19.31,13.0,123.91226999999999,0.0
6.71772,0.0,0.713,6.749,2.3236,666.0,20.2,0.32,17.44,13.4,117.70256,0.0
5.44114,0.0,0.713,6.655,2.3552,666.0,20.2,355.29,17.73,15.2,117.99315000000001,0.0
5.09017,0.0,0.713,6.297,2.3682,666.0,20.2,385.09,17.27,16.1,108.74919,0.0
8.24809,0.0,0.713,7.393,2.4527,666.0,20.2,375.87,16.74,17.8,123.75881999999999,0.0
9.51363,0.0,0.713,6.728,2.4961,666.0,20.2,6.68,18.71,14.9,125.88088,0.0
4.75237,0.0,0.713,6.525,2.4358,666.0,20.2,50.92,18.13,14.1,118.29825,0.0
4.66883,0.0,0.713,5.976,2.5806,666.0,20.2,10.48,19.01,12.7,113.60376000000001,0.0
8.20058,0.0,0.713,5.936,2.7792,666.0,20.2,3.5,16.94,13.5,100.55584,0.0
7.75223,0.0,0.713,6.301,2.7831,666.0,20.2,272.21,16.23,14.9,102.26523,0.0
6.80117,0.0,0.713,6.081,2.7175,666.0,20.2,396.9,14.7,20.0,89.3907,0.0
4.81213,0.0,0.713,6.701,2.5975,666.0,20.2,255.23,16.42,16.4,110.03042,0.0
3.69311,0.0,0.713,6.376,2.5671,666.0,20.2,391.43,14.65,17.7,93.4084,0.0
6.65492,0.0,0.713,6.317,2.7344,666.0,20.2,396.9,13.99,19.5,88.37483,0.0
5.82115,0.0,0.713,6.513,2.8016,666.0,20.2,393.82,10.29,20.2,67.01876999999999,0.0
7.83932,0.0,0.655,6.209,2.9634,666.0,20.2,396.9,13.22,21.4,82.08297999999999,0.0
3.1636,0.0,0.655,5.759,3.0665,666.0,20.2,334.4,14.13,19.9,81.37467000000001,0.0
3.77498,0.0,0.655,5.952,2.8715,666.0,20.2,22.01,17.15,19.0,102.07679999999999,0.0
4.42228,0.0,0.584,6.003,2.5403,666.0,20.2,331.29,21.32,19.1,127.98396000000001,0.0
15.5757,0.0,0.58,5.926,2.9084,666.0,20.2,368.74,18.13,19.1,107.43838,0.0
13.0751,0.0,0.58,5.713,2.8237,666.0,20.2,396.9,14.76,20.1,84.32388,0.0
4.34879,0.0,0.58,6.167,3.0334,666.0,20.2,396.9,16.29,19.9,100.46042999999999,0.0
4.03841,0.0,0.532,6.229,3.0993,666.0,20.2,395.33,12.87,19.6,80.16722999999999,0.0
3.56868,0.0,0.58,6.437,2.8965,666.0,20.2,393.37,14.36,23.2,92.43532,0.0
4.64689,0.0,0.614,6.98,2.5329,666.0,20.2,374.68,11.66,29.8,81.38680000000001,0.0
8.05579,0.0,0.584,5.427,2.4298,666.0,20.2,352.58,18.14,13.8,98.44578,0.0
6.39312,0.0,0.584,6.162,2.206,666.0,20.2,302.76,24.1,13.3,148.5042,0.0
4.87141,0.0,0.614,6.484,2.3053,666.0,20.2,396.21,18.68,16.7,121.12112,0.0
15.0234,0.0,0.614,5.304,2.1007,666.0,20.2,349.48,24.91,12.0,132.12264000000002,0.0
10.233,0.0,0.614,6.185,2.1705,666.0,20.2,379.7,18.03,14.6,111.51555,0.0
14.3337,0.0,0.614,6.229,1.9512,666.0,20.2,383.32,13.11,21.4,81.66219,0.0
5.82401,0.0,0.532,6.242,3.4242,666.0,20.2,396.9,10.74,23.0,67.03908,0.0
5.70818,0.0,0.532,6.75,3.3317,666.0,20.2,393.07,7.74,23.7,52.245000000000005,0.0
5.73116,0.0,0.532,7.061,3.4106,666.0,20.2,395.28,7.01,25.0,49.497609999999995,0.0
2.81838,0.0,0.532,5.762,4.0983,666.0,20.2,392.92,10.42,21.8,60.04004,0.0
2.37857,0.0,0.583,5.871,3.724,666.0,20.2,370.73,13.34,20.6,78.31914,0.0
3.67367,0.0,0.583,6.312,3.9917,666.0,20.2,388.62,10.58,21.2,66.78096000000001,0.0
5.69175,0.0,0.583,6.114,3.5459,666.0,20.2,392.68,14.98,19.1,91.58772,0.0
4.83567,0.0,0.583,5.905,3.1523,666.0,20.2,388.22,11.45,20.6,67.61225,0.0
0.15086,0.0,0.609,5.454,1.8209,711.0,20.1,395.09,18.06,15.2,98.49923999999999,0.0
0.18337,0.0,0.609,5.414,1.7554,711.0,20.1,344.05,23.97,7.0,129.77357999999998,0.0
0.20746,0.0,0.609,5.093,1.8226,711.0,20.1,318.43,29.68,8.1,151.16024,0.0
0.10574,0.0,0.609,5.983,1.8681,711.0,20.1,390.11,18.07,13.6,108.11281,0.0
0.11132,0.0,0.609,5.983,2.1099,711.0,20.1,396.9,13.35,20.1,79.87304999999999,0.0
0.17331,0.0,0.585,5.707,2.3817,391.0,19.2,396.9,12.01,21.8,68.54106999999999,0.0
0.27957,0.0,0.585,5.926,2.3817,391.0,19.2,396.9,13.59,24.5,80.53434,0.0
0.17899,0.0,0.585,5.67,2.7986,391.0,19.2,393.29,17.6,23.1,99.792,0.0
0.2896,0.0,0.585,5.39,2.7986,391.0,19.2,396.9,21.14,19.7,113.9446,0.0
0.26838,0.0,0.585,5.794,2.8927,391.0,19.2,396.9,14.1,18.3,81.69539999999999,0.0
0.23912,0.0,0.585,6.019,2.4091,391.0,19.2,396.9,12.92,21.2,77.76548,0.0
0.17783,0.0,0.585,5.569,2.3999,391.0,19.2,395.77,15.1,17.5,84.0919,0.0
0.22438,0.0,0.585,6.027,2.4982,391.0,19.2,396.9,14.33,16.8,86.36691,0.0
0.06263,0.0,0.573,6.593,2.4786,273.0,21.0,391.99,9.67,22.4,63.75431,0.0
0.04527,0.0,0.573,6.12,2.2875,273.0,21.0,396.9,9.08,20.6,55.5696,0.0
0.06076,0.0,0.573,6.976,2.1675,273.0,21.0,396.9,5.64,23.9,39.34464,0.0
0.10959,0.0,0.573,6.794,2.3889,273.0,21.0,393.45,6.48,22.0,44.02512,0.0
0.04741,0.0,0.573,6.03,2.505,273.0,21.0,396.9,7.88,11.9,47.516400000000004,0.0
